,sub_num,prt,prt_rel_om,leave_thresh,opt_prt_om,gender,age,block,galaxy,switch,planet_n,num_in_gal,planet_n_norm,agez,age_group
0,9,5,2,13.0,3,Female,22.22,1,neutral,no_switch,4,2,-1.220192253730751,0.9904545477494373,adult
0,9,11,4,15.0,7,Female,22.22,1,rich,switch,5,0,-1.1145636705719697,0.9904545477494373,adult
0,9,10,4,14.5,6,Female,22.22,1,rich,no_switch,6,1,-1.0089350874131882,0.9904545477494373,adult
0,9,2,0,64.5,2,Female,22.22,2,poor,switch,8,0,-0.7976779210956253,0.9904545477494373,adult
0,9,3,1,13.5,2,Female,22.22,2,poor,no_switch,9,1,-0.6920493379368439,0.9904545477494373,adult
0,9,3,1,14.5,2,Female,22.22,2,poor,no_switch,10,2,-0.5864207547780624,0.9904545477494373,adult
0,9,11,4,12.5,7,Female,22.22,2,rich,switch,11,0,-0.48079217161928095,0.9904545477494373,adult
0,9,11,4,15.5,7,Female,22.22,2,rich,no_switch,12,1,-0.3751635884604995,0.9904545477494373,adult
0,9,9,4,13.5,5,Female,22.22,2,rich,no_switch,13,2,-0.2695350053017181,0.9904545477494373,adult
0,9,5,-2,49.0,7,Female,22.22,2,rich,no_switch,14,3,-0.16390642214293666,0.9904545477494373,adult
0,9,5,3,11.0,2,Female,22.22,3,neutral,switch,16,0,0.04735074417462624,0.9904545477494373,adult
0,9,12,6,11.0,6,Female,22.22,3,rich,switch,17,0,0.15297932733340766,0.9904545477494373,adult
0,9,5,3,9.0,2,Female,22.22,3,neutral,switch,18,0,0.2586079104921891,0.9904545477494373,adult
0,9,5,3,8.0,2,Female,22.22,3,neutral,no_switch,19,1,0.36423649365097055,0.9904545477494373,adult
0,9,5,3,9.5,2,Female,22.22,3,neutral,no_switch,20,2,0.469865076809752,0.9904545477494373,adult
0,9,5,3,6.0,2,Female,22.22,3,neutral,no_switch,21,3,0.5754936599685334,0.9904545477494373,adult
0,9,9,3,19.0,6,Female,22.22,3,rich,switch,22,0,0.6811222431273148,0.9904545477494373,adult
0,9,3,1,12.0,2,Female,22.22,4,poor,switch,24,0,0.8923794094448777,0.9904545477494373,adult
0,9,2,0,61.5,2,Female,22.22,4,poor,no_switch,25,1,0.9980079926036592,0.9904545477494373,adult
0,9,2,0,57.0,2,Female,22.22,4,poor,no_switch,26,2,1.1036365757624407,0.9904545477494373,adult
0,9,7,0,35.5,7,Female,22.22,4,rich,switch,27,0,1.209265158921222,0.9904545477494373,adult
0,9,6,-1,41.5,7,Female,22.22,4,rich,no_switch,28,1,1.3148937420800035,0.9904545477494373,adult
0,9,10,2,21.0,8,Female,22.22,4,rich,no_switch,29,2,1.4205223252387849,0.9904545477494373,adult
0,9,8,2,19.5,6,Female,22.22,4,rich,no_switch,30,3,1.5261509083975664,0.9904545477494373,adult
0,9,8,2,26.5,6,Female,22.22,4,rich,no_switch,31,4,1.631779491556348,0.9904545477494373,adult
0,10,3,1,14.5,2,Male,13.33,1,poor,no_switch,0,0,-1.6627440954269577,-0.6733642060063765,adolescent
0,10,5,3,0.5,2,Male,13.33,1,poor,no_switch,1,1,-1.5683025202994367,-0.6733642060063765,adolescent
0,10,6,3,4.5,3,Male,13.33,1,neutral,switch,2,0,-1.473860945171916,-0.6733642060063765,adolescent
0,10,5,2,7.0,3,Male,13.33,1,neutral,no_switch,3,1,-1.379419370044395,-0.6733642060063765,adolescent
0,10,6,3,6.0,3,Male,13.33,1,neutral,no_switch,4,2,-1.2849777949168744,-0.6733642060063765,adolescent
0,10,13,5,10.0,8,Male,13.33,1,rich,switch,5,0,-1.1905362197893534,-0.6733642060063765,adolescent
0,10,6,-1,45.5,7,Male,13.33,1,rich,no_switch,6,1,-1.0960946446618327,-0.6733642060063765,adolescent
0,10,5,3,0.5,2,Male,13.33,2,poor,switch,8,0,-0.9072114944067909,-0.6733642060063765,adolescent
0,10,2,0,61.0,2,Male,13.33,2,poor,no_switch,9,1,-0.8127699192792701,-0.6733642060063765,adolescent
0,10,3,1,7.5,2,Male,13.33,2,poor,no_switch,10,2,-0.7183283441517493,-0.6733642060063765,adolescent
0,10,5,-2,48.0,7,Male,13.33,2,rich,switch,11,0,-0.6238867690242285,-0.6733642060063765,adolescent
0,10,6,-1,41.0,7,Male,13.33,2,rich,no_switch,12,1,-0.5294451938967076,-0.6733642060063765,adolescent
0,10,6,-1,46.0,7,Male,13.33,2,rich,no_switch,13,2,-0.4350036187691868,-0.6733642060063765,adolescent
0,10,7,1,32.5,6,Male,13.33,2,rich,no_switch,14,3,-0.340562043641666,-0.6733642060063765,adolescent
0,10,5,-2,52.5,7,Male,13.33,2,rich,no_switch,15,4,-0.24612046851414515,-0.6733642060063765,adolescent
0,10,3,1,38.0,2,Male,13.33,3,neutral,no_switch,17,1,-0.057237318259103484,-0.6733642060063765,adolescent
0,10,6,0,40.0,6,Male,13.33,3,rich,switch,18,0,0.03720425686841735,-0.6733642060063765,adolescent
0,10,4,2,22.0,2,Male,13.33,3,neutral,switch,19,0,0.13164583199593818,-0.6733642060063765,adolescent
0,10,4,2,17.0,2,Male,13.33,3,neutral,no_switch,20,1,0.226087407123459,-0.6733642060063765,adolescent
0,10,4,1,20.0,3,Male,13.33,3,neutral,no_switch,21,2,0.32052898225097987,-0.6733642060063765,adolescent
0,10,4,2,17.5,2,Male,13.33,3,neutral,no_switch,22,3,0.4149705573785007,-0.6733642060063765,adolescent
0,10,6,0,39.0,6,Male,13.33,3,rich,switch,23,0,0.5094121325060215,-0.6733642060063765,adolescent
0,10,5,-1,51.5,6,Male,13.33,3,rich,no_switch,24,1,0.6038537076335423,-0.6733642060063765,adolescent
0,10,4,2,19.5,2,Male,13.33,3,neutral,switch,25,0,0.6982952827610632,-0.6733642060063765,adolescent
0,10,3,1,14.0,2,Male,13.33,4,poor,switch,27,0,0.8871784330161049,-0.6733642060063765,adolescent
0,10,3,1,12.0,2,Male,13.33,4,poor,no_switch,28,1,0.9816200081436257,-0.6733642060063765,adolescent
0,10,3,1,14.0,2,Male,13.33,4,poor,no_switch,29,2,1.0760615832711464,-0.6733642060063765,adolescent
0,10,4,-1,55.0,5,Male,13.33,4,rich,switch,30,0,1.1705031583986674,-0.6733642060063765,adolescent
0,10,3,-3,68.5,6,Male,13.33,4,rich,no_switch,31,1,1.264944733526188,-0.6733642060063765,adolescent
0,10,5,-2,55.0,7,Male,13.33,4,rich,no_switch,32,2,1.359386308653709,-0.6733642060063765,adolescent
0,10,6,0,40.5,6,Male,13.33,4,rich,no_switch,33,3,1.4538278837812297,-0.6733642060063765,adolescent
0,10,4,-2,61.0,6,Male,13.33,4,rich,no_switch,34,4,1.5482694589087507,-0.6733642060063765,adolescent
0,10,4,-3,70.0,7,Male,13.33,4,rich,no_switch,35,5,1.6427110340362716,-0.6733642060063765,adolescent
0,12,4,2,1.0,2,Male,18.0,1,poor,no_switch,0,0,-1.6531839025670456,0.20065531930742006,adult
0,12,3,1,18.5,2,Male,18.0,1,poor,no_switch,1,1,-1.5587979704135637,0.20065531930742006,adult
0,12,4,1,19.0,3,Male,18.0,1,neutral,switch,2,0,-1.4644120382600818,0.20065531930742006,adult
0,12,3,0,40.0,3,Male,18.0,1,neutral,no_switch,3,1,-1.3700261061066001,0.20065531930742006,adult
0,12,4,2,17.5,2,Male,18.0,1,neutral,no_switch,4,2,-1.2756401739531182,0.20065531930742006,adult
0,12,7,1,28.0,6,Male,18.0,1,rich,switch,5,0,-1.1812542417996363,0.20065531930742006,adult
0,12,8,2,23.5,6,Male,18.0,1,rich,no_switch,6,1,-1.0868683096461544,0.20065531930742006,adult
0,12,8,3,23.0,5,Male,18.0,1,rich,no_switch,7,2,-0.9924823774926727,0.20065531930742006,adult
0,12,3,1,18.5,2,Male,18.0,2,poor,no_switch,9,1,-0.803710513185709,0.20065531930742006,adult
0,12,3,1,9.5,2,Male,18.0,2,poor,no_switch,10,2,-0.7093245810322272,0.20065531930742006,adult
0,12,2,0,55.0,2,Male,18.0,2,poor,no_switch,11,3,-0.6149386488787454,0.20065531930742006,adult
0,12,7,1,29.5,6,Male,18.0,2,rich,switch,12,0,-0.5205527167252635,0.20065531930742006,adult
0,12,7,2,25.5,5,Male,18.0,2,rich,no_switch,13,1,-0.42616678457178164,0.20065531930742006,adult
0,12,8,2,23.5,6,Male,18.0,2,rich,no_switch,14,2,-0.33178085241829985,0.20065531930742006,adult
0,12,8,2,25.5,6,Male,18.0,2,rich,no_switch,15,3,-0.23739492026481798,0.20065531930742006,adult
0,12,8,1,28.0,7,Male,18.0,2,rich,no_switch,16,4,-0.14300898811133617,0.20065531930742006,adult
0,12,3,1,39.0,2,Male,18.0,3,neutral,no_switch,18,1,0.045762876195627515,0.20065531930742006,adult
0,12,9,2,26.0,7,Male,18.0,3,rich,switch,19,0,0.14014880834910937,0.20065531930742006,adult
0,12,3,1,42.5,2,Male,18.0,3,neutral,switch,20,0,0.23453474050259118,0.20065531930742006,adult
0,12,2,0,75.5,2,Male,18.0,3,neutral,no_switch,21,1,0.32892067265607305,0.20065531930742006,adult
0,12,3,1,31.5,2,Male,18.0,3,neutral,no_switch,22,2,0.42330660480955484,0.20065531930742006,adult
0,12,3,1,42.5,2,Male,18.0,3,neutral,no_switch,23,3,0.5176925369630367,0.20065531930742006,adult
0,12,9,3,21.5,6,Male,18.0,3,rich,switch,24,0,0.6120784691165185,0.20065531930742006,adult
0,12,9,3,21.0,6,Male,18.0,3,rich,no_switch,25,1,0.7064644012700003,0.20065531930742006,adult
0,12,3,1,34.0,2,Male,18.0,3,neutral,switch,26,0,0.8008503334234822,0.20065531930742006,adult
0,12,2,0,59.5,2,Male,18.0,4,poor,switch,28,0,0.9896221977304459,0.20065531930742006,adult
0,12,2,0,58.5,2,Male,18.0,4,poor,no_switch,29,1,1.0840081298839277,0.20065531930742006,adult
0,12,2,0,53.5,2,Male,18.0,4,poor,no_switch,30,2,1.1783940620374096,0.20065531930742006,adult
0,12,8,2,27.0,6,Male,18.0,4,rich,switch,31,0,1.2727799941908915,0.20065531930742006,adult
0,12,7,1,30.0,6,Male,18.0,4,rich,no_switch,32,1,1.3671659263443732,0.20065531930742006,adult
0,12,7,1,33.5,6,Male,18.0,4,rich,no_switch,33,2,1.461551858497855,0.20065531930742006,adult
0,12,8,1,28.5,7,Male,18.0,4,rich,no_switch,34,3,1.555937790651337,0.20065531930742006,adult
0,12,7,2,30.0,5,Male,18.0,4,rich,no_switch,35,4,1.6503237228048186,0.20065531930742006,adult
0,13,3,1,14.0,2,Female,24.82,1,poor,no_switch,0,0,-1.6573751234315346,1.4770607074530502,adult
0,13,3,1,17.0,2,Female,24.82,1,poor,no_switch,1,1,-1.5743971857630255,1.4770607074530502,adult
0,13,3,0,42.0,3,Female,24.82,1,neutral,switch,2,0,-1.4914192480945165,1.4770607074530502,adult
0,13,3,0,41.0,3,Female,24.82,1,neutral,no_switch,3,1,-1.4084413104260076,1.4770607074530502,adult
0,13,3,1,32.0,2,Female,24.82,1,neutral,no_switch,4,2,-1.3254633727574987,1.4770607074530502,adult
0,13,7,0,34.0,7,Female,24.82,1,rich,switch,5,0,-1.2424854350889896,1.4770607074530502,adult
0,13,7,1,38.5,6,Female,24.82,1,rich,no_switch,6,1,-1.1595074974204806,1.4770607074530502,adult
0,13,5,1,36.0,4,Female,24.82,1,rich,no_switch,7,2,-1.0765295597519717,1.4770607074530502,adult
0,13,3,1,9.5,2,Female,24.82,1,poor,switch,8,0,-0.9935516220834627,1.4770607074530502,adult
0,13,2,0,60.0,2,Female,24.82,1,poor,no_switch,9,1,-0.9105736844149537,1.4770607074530502,adult
0,13,3,1,11.0,2,Female,24.82,2,poor,no_switch,11,3,-0.7446178090779357,1.4770607074530502,adult
0,13,2,0,58.5,2,Female,24.82,2,poor,no_switch,12,4,-0.6616398714094268,1.4770607074530502,adult
0,13,2,0,59.5,2,Female,24.82,2,poor,no_switch,13,5,-0.5786619337409178,1.4770607074530502,adult
0,13,6,0,38.5,6,Female,24.82,2,rich,switch,14,0,-0.4956839960724088,1.4770607074530502,adult
0,13,5,-1,44.5,6,Female,24.82,2,rich,no_switch,15,1,-0.41270605840389984,1.4770607074530502,adult
0,13,5,-1,50.5,6,Female,24.82,2,rich,no_switch,16,2,-0.3297281207353909,1.4770607074530502,adult
0,13,5,0,41.5,5,Female,24.82,2,rich,no_switch,17,3,-0.2467501830668819,1.4770607074530502,adult
0,13,6,0,46.5,6,Female,24.82,2,rich,no_switch,18,4,-0.16377224539837293,1.4770607074530502,adult
0,13,3,1,34.5,2,Female,24.82,2,neutral,switch,19,0,-0.08079430772986394,1.4770607074530502,adult
0,13,2,0,71.5,2,Female,24.82,3,neutral,switch,21,0,0.08516156760715402,1.4770607074530502,adult
0,13,5,-1,51.0,6,Female,24.82,3,rich,switch,22,0,0.168139505275663,1.4770607074530502,adult
0,13,3,1,35.5,2,Female,24.82,3,neutral,switch,23,0,0.251117442944172,1.4770607074530502,adult
0,13,3,1,42.5,2,Female,24.82,3,neutral,no_switch,24,1,0.33409538061268096,1.4770607074530502,adult
0,13,3,1,41.5,2,Female,24.82,3,neutral,no_switch,25,2,0.41707331828118993,1.4770607074530502,adult
0,13,2,0,75.5,2,Female,24.82,3,neutral,no_switch,26,3,0.5000512559496989,1.4770607074530502,adult
0,13,8,2,22.5,6,Female,24.82,3,rich,switch,27,0,0.5830291936182079,1.4770607074530502,adult
0,13,5,-1,45.0,6,Female,24.82,3,rich,no_switch,28,1,0.6660071312867168,1.4770607074530502,adult
0,13,3,1,42.0,2,Female,24.82,3,neutral,switch,29,0,0.7489850689552259,1.4770607074530502,adult
0,13,3,1,36.0,2,Female,24.82,3,neutral,no_switch,30,1,0.8319630066237348,1.4770607074530502,adult
0,13,2,0,57.0,2,Female,24.82,4,poor,switch,32,0,0.9979188819607527,1.4770607074530502,adult
0,13,2,0,58.0,2,Female,24.82,4,poor,no_switch,33,1,1.0808968196292617,1.4770607074530502,adult
0,13,3,1,12.5,2,Female,24.82,4,poor,no_switch,34,2,1.1638747572977708,1.4770607074530502,adult
0,13,6,-1,45.5,7,Female,24.82,4,rich,switch,35,0,1.2468526949662797,1.4770607074530502,adult
0,13,6,0,38.5,6,Female,24.82,4,rich,no_switch,36,1,1.3298306326347886,1.4770607074530502,adult
0,13,5,0,41.5,5,Female,24.82,4,rich,no_switch,37,2,1.4128085703032978,1.4770607074530502,adult
0,13,4,-1,55.0,5,Female,24.82,4,rich,no_switch,38,3,1.4957865079718067,1.4770607074530502,adult
0,13,6,0,43.0,6,Female,24.82,4,rich,no_switch,39,4,1.5787644456403156,1.4770607074530502,adult
0,13,5,-1,49.0,6,Female,24.82,4,rich,no_switch,40,5,1.6617423833088245,1.4770607074530502,adult
0,16,3,1,16.5,2,Male,17.25,1,poor,no_switch,0,0,-1.6627959231762812,0.060288157854454884,adolescent
0,16,3,1,9.5,2,Male,17.25,1,poor,no_switch,1,1,-1.5836151649297916,0.060288157854454884,adolescent
0,16,3,0,41.0,3,Male,17.25,1,neutral,switch,2,0,-1.504434406683302,0.060288157854454884,adolescent
0,16,3,1,34.0,2,Male,17.25,1,neutral,no_switch,3,1,-1.4252536484368123,0.060288157854454884,adolescent
0,16,3,0,40.5,3,Male,17.25,1,neutral,no_switch,4,2,-1.346072890190323,0.060288157854454884,adolescent
0,16,7,1,29.0,6,Male,17.25,1,rich,switch,5,0,-1.2668921319438333,0.060288157854454884,adolescent
0,16,7,1,29.0,6,Male,17.25,1,rich,no_switch,6,1,-1.1877113736973437,0.060288157854454884,adolescent
0,16,7,0,38.5,7,Male,17.25,1,rich,no_switch,7,2,-1.108530615450854,0.060288157854454884,adolescent
0,16,2,0,54.0,2,Male,17.25,1,poor,switch,8,0,-1.0293498572043644,0.060288157854454884,adolescent
0,16,2,0,59.0,2,Male,17.25,1,poor,no_switch,9,1,-0.9501690989578749,0.060288157854454884,adolescent
0,16,2,0,59.0,2,Male,17.25,2,poor,no_switch,11,3,-0.7918075824648958,0.060288157854454884,adolescent
0,16,2,0,62.5,2,Male,17.25,2,poor,no_switch,12,4,-0.7126268242184062,0.060288157854454884,adolescent
0,16,3,1,10.5,2,Male,17.25,2,poor,no_switch,13,5,-0.6334460659719167,0.060288157854454884,adolescent
0,16,6,-1,46.5,7,Male,17.25,2,rich,switch,14,0,-0.554265307725427,0.060288157854454884,adolescent
0,16,5,-1,51.0,6,Male,17.25,2,rich,no_switch,15,1,-0.47508454947893747,0.060288157854454884,adolescent
0,16,5,-1,48.0,6,Male,17.25,2,rich,no_switch,16,2,-0.3959037912324479,0.060288157854454884,adolescent
0,16,4,-1,52.0,5,Male,17.25,2,rich,no_switch,17,3,-0.31672303298595833,0.060288157854454884,adolescent
0,16,3,-2,70.0,5,Male,17.25,2,rich,no_switch,18,4,-0.23754227473946873,0.060288157854454884,adolescent
0,16,3,1,42.5,2,Male,17.25,2,neutral,switch,19,0,-0.15836151649297917,0.060288157854454884,adolescent
0,16,5,-1,50.5,6,Male,17.25,2,rich,switch,20,0,-0.07918075824648958,0.060288157854454884,adolescent
0,16,3,1,36.5,2,Male,17.25,3,neutral,switch,22,0,0.07918075824648958,0.060288157854454884,adolescent
0,16,4,-2,55.0,6,Male,17.25,3,rich,switch,23,0,0.15836151649297917,0.060288157854454884,adolescent
0,16,3,1,38.0,2,Male,17.25,3,neutral,switch,24,0,0.23754227473946873,0.060288157854454884,adolescent
0,16,2,0,67.0,2,Male,17.25,3,neutral,no_switch,25,1,0.31672303298595833,0.060288157854454884,adolescent
0,16,3,1,36.0,2,Male,17.25,3,neutral,no_switch,26,2,0.3959037912324479,0.060288157854454884,adolescent
0,16,3,1,40.5,2,Male,17.25,3,neutral,no_switch,27,3,0.47508454947893747,0.060288157854454884,adolescent
0,16,4,-2,59.0,6,Male,17.25,3,rich,switch,28,0,0.554265307725427,0.060288157854454884,adolescent
0,16,4,-2,60.0,6,Male,17.25,3,rich,no_switch,29,1,0.6334460659719167,0.060288157854454884,adolescent
0,16,3,1,43.0,2,Male,17.25,3,neutral,switch,30,0,0.7126268242184062,0.060288157854454884,adolescent
0,16,3,1,39.5,2,Male,17.25,3,neutral,no_switch,31,1,0.7918075824648958,0.060288157854454884,adolescent
0,16,2,0,57.0,2,Male,17.25,4,poor,switch,33,0,0.9501690989578749,0.060288157854454884,adolescent
0,16,3,1,11.0,2,Male,17.25,4,poor,no_switch,34,1,1.0293498572043644,0.060288157854454884,adolescent
0,16,2,0,52.0,2,Male,17.25,4,poor,no_switch,35,2,1.108530615450854,0.060288157854454884,adolescent
0,16,5,-1,50.0,6,Male,17.25,4,rich,switch,36,0,1.1877113736973437,0.060288157854454884,adolescent
0,16,4,-1,56.0,5,Male,17.25,4,rich,no_switch,37,1,1.2668921319438333,0.060288157854454884,adolescent
0,16,6,-1,49.0,7,Male,17.25,4,rich,no_switch,38,2,1.346072890190323,0.060288157854454884,adolescent
0,16,5,-1,54.0,6,Male,17.25,4,rich,no_switch,39,3,1.4252536484368123,0.060288157854454884,adolescent
0,16,5,-1,50.5,6,Male,17.25,4,rich,no_switch,40,4,1.504434406683302,0.060288157854454884,adolescent
0,16,4,-2,59.5,6,Male,17.25,4,rich,no_switch,41,5,1.5836151649297916,0.060288157854454884,adolescent
0,16,2,0,66.0,2,Male,17.25,4,poor,switch,42,0,1.6627959231762812,0.060288157854454884,adolescent
0,17,2,0,56.0,2,Female,23.83,1,poor,no_switch,0,0,-1.6558297472562613,1.2917760543351358,adult
0,17,3,1,10.0,2,Female,23.83,1,poor,no_switch,1,1,-1.5686808131901424,1.2917760543351358,adult
0,17,4,2,15.5,2,Female,23.83,1,neutral,switch,2,0,-1.4815318791240233,1.2917760543351358,adult
0,17,4,2,19.0,2,Female,23.83,1,neutral,no_switch,3,1,-1.3943829450579044,1.2917760543351358,adult
0,17,4,1,20.0,3,Female,23.83,1,neutral,no_switch,4,2,-1.3072340109917853,1.2917760543351358,adult
0,17,9,3,18.0,6,Female,23.83,1,rich,switch,5,0,-1.2200850769256664,1.2917760543351358,adult
0,17,8,2,25.0,6,Female,23.83,1,rich,no_switch,6,1,-1.1329361428595472,1.2917760543351358,adult
0,17,8,2,23.5,6,Female,23.83,1,rich,no_switch,7,2,-1.0457872087934281,1.2917760543351358,adult
0,17,2,0,63.0,2,Female,23.83,1,poor,switch,8,0,-0.9586382747273092,1.2917760543351358,adult
0,17,2,0,59.5,2,Female,23.83,2,poor,no_switch,10,2,-0.7843404065950712,1.2917760543351358,adult
0,17,2,0,53.0,2,Female,23.83,2,poor,no_switch,11,3,-0.6971914725289522,1.2917760543351358,adult
0,17,2,0,61.5,2,Female,23.83,2,poor,no_switch,12,4,-0.6100425384628332,1.2917760543351358,adult
0,17,7,1,33.5,6,Female,23.83,2,rich,switch,13,0,-0.5228936043967141,1.2917760543351358,adult
0,17,6,0,35.5,6,Female,23.83,2,rich,no_switch,14,1,-0.4357446703305951,1.2917760543351358,adult
0,17,6,0,38.0,6,Female,23.83,2,rich,no_switch,15,2,-0.3485957362644761,1.2917760543351358,adult
0,17,5,0,40.5,5,Female,23.83,2,rich,no_switch,16,3,-0.26144680219835703,1.2917760543351358,adult
0,17,5,0,44.5,5,Female,23.83,2,rich,no_switch,17,4,-0.17429786813223805,1.2917760543351358,adult
0,17,3,1,35.5,2,Female,23.83,2,neutral,switch,18,0,-0.08714893406611902,1.2917760543351358,adult
0,17,3,1,41.0,2,Female,23.83,3,neutral,switch,20,0,0.08714893406611902,1.2917760543351358,adult
0,17,7,1,35.5,6,Female,23.83,3,rich,switch,21,0,0.17429786813223805,1.2917760543351358,adult
0,17,3,1,39.0,2,Female,23.83,3,neutral,switch,22,0,0.26144680219835703,1.2917760543351358,adult
0,17,3,1,33.5,2,Female,23.83,3,neutral,no_switch,23,1,0.3485957362644761,1.2917760543351358,adult
0,17,3,1,41.5,2,Female,23.83,3,neutral,no_switch,24,2,0.4357446703305951,1.2917760543351358,adult
0,17,3,1,36.5,2,Female,23.83,3,neutral,no_switch,25,3,0.5228936043967141,1.2917760543351358,adult
0,17,7,1,35.5,6,Female,23.83,3,rich,switch,26,0,0.6100425384628332,1.2917760543351358,adult
0,17,6,0,39.0,6,Female,23.83,3,rich,no_switch,27,1,0.6971914725289522,1.2917760543351358,adult
0,17,3,1,42.5,2,Female,23.83,3,neutral,switch,28,0,0.7843404065950712,1.2917760543351358,adult
0,17,2,0,59.5,2,Female,23.83,4,poor,switch,30,0,0.9586382747273092,1.2917760543351358,adult
0,17,2,0,56.0,2,Female,23.83,4,poor,no_switch,31,1,1.0457872087934281,1.2917760543351358,adult
0,17,2,0,53.0,2,Female,23.83,4,poor,no_switch,32,2,1.1329361428595472,1.2917760543351358,adult
0,17,6,0,38.5,6,Female,23.83,4,rich,switch,33,0,1.2200850769256664,1.2917760543351358,adult
0,17,6,0,38.5,6,Female,23.83,4,rich,no_switch,34,1,1.3072340109917853,1.2917760543351358,adult
0,17,5,0,39.5,5,Female,23.83,4,rich,no_switch,35,2,1.3943829450579044,1.2917760543351358,adult
0,17,7,0,39.0,7,Female,23.83,4,rich,no_switch,36,3,1.4815318791240233,1.2917760543351358,adult
0,17,6,1,38.0,5,Female,23.83,4,rich,no_switch,37,4,1.5686808131901424,1.2917760543351358,adult
0,17,7,1,35.5,6,Female,23.83,4,rich,no_switch,38,5,1.6558297472562613,1.2917760543351358,adult
0,18,3,1,13.0,2,Female,25.21,1,poor,no_switch,0,0,-1.6327948266191763,1.5500516314085921,adult
0,18,2,0,55.5,2,Female,25.21,1,poor,no_switch,1,1,-1.5203319176428556,1.5500516314085921,adult
0,18,5,2,9.0,3,Female,25.21,1,neutral,switch,2,0,-1.4078690086665346,1.5500516314085921,adult
0,18,5,3,9.0,2,Female,25.21,1,neutral,no_switch,3,1,-1.295406099690214,1.5500516314085921,adult
0,18,5,2,8.5,3,Female,25.21,1,neutral,no_switch,4,2,-1.1829431907138932,1.5500516314085921,adult
0,18,13,7,9.0,6,Female,25.21,1,rich,switch,5,0,-1.0704802817375723,1.5500516314085921,adult
0,18,12,5,10.5,7,Female,25.21,1,rich,no_switch,6,1,-0.9580173727612514,1.5500516314085921,adult
0,18,3,1,11.5,2,Female,25.21,2,poor,switch,8,0,-0.7330915548086099,1.5500516314085921,adult
0,18,3,1,10.5,2,Female,25.21,2,poor,no_switch,9,1,-0.620628645832289,1.5500516314085921,adult
0,18,3,1,13.0,2,Female,25.21,2,poor,no_switch,10,2,-0.5081657368559682,1.5500516314085921,adult
0,18,11,4,11.0,7,Female,25.21,2,rich,switch,11,0,-0.3957028278796474,1.5500516314085921,adult
0,18,12,5,11.5,7,Female,25.21,2,rich,no_switch,12,1,-0.28323991890332656,1.5500516314085921,adult
0,18,12,6,12.5,6,Female,25.21,2,rich,no_switch,13,2,-0.17077700992700576,1.5500516314085921,adult
0,18,5,3,10.0,2,Female,25.21,3,neutral,switch,15,0,0.05414880802563589,1.5500516314085921,adult
0,18,14,6,11.0,8,Female,25.21,3,rich,switch,16,0,0.1666117170019567,1.5500516314085921,adult
0,18,5,3,10.5,2,Female,25.21,3,neutral,switch,17,0,0.27907462597827754,1.5500516314085921,adult
0,18,5,3,10.0,2,Female,25.21,3,neutral,no_switch,18,1,0.39153753495459837,1.5500516314085921,adult
0,18,4,2,16.5,2,Female,25.21,3,neutral,no_switch,19,2,0.5040004439309191,1.5500516314085921,adult
0,18,4,2,16.0,2,Female,25.21,3,neutral,no_switch,20,3,0.61646335290724,1.5500516314085921,adult
0,18,10,4,14.5,6,Female,25.21,3,rich,switch,21,0,0.7289262618835608,1.5500516314085921,adult
0,18,3,1,11.0,2,Female,25.21,4,poor,switch,23,0,0.9538520798362025,1.5500516314085921,adult
0,18,3,1,11.5,2,Female,25.21,4,poor,no_switch,24,1,1.0663149888125232,1.5500516314085921,adult
