,sub_num,prt,prt_rel_om,leave_thresh,opt_prt_om,gender,age,block,galaxy,switch,planet_n,num_in_gal,planet_n_norm,agez,age_group
0,77,3,1,13.5,2,Female,13.82,2,poor,switch,8,0,-0.7928266508508548,-0.5816576605237724,adolescent
0,77,3,1,10.5,2,Female,13.82,2,poor,no_switch,9,1,-0.6868728588016622,-0.5816576605237724,adolescent
0,77,3,1,12.0,2,Female,13.82,2,poor,no_switch,10,2,-0.5809190667524696,-0.5816576605237724,adolescent
0,77,8,1,29.0,7,Female,13.82,2,rich,switch,11,0,-0.47496527470327704,-0.5816576605237724,adolescent
0,77,8,2,19.5,6,Female,13.82,2,rich,no_switch,12,1,-0.36901148265408446,-0.5816576605237724,adolescent
0,77,6,-1,41.5,7,Female,13.82,2,rich,no_switch,13,2,-0.26305769060489187,-0.5816576605237724,adolescent
0,77,5,-1,38.0,6,Female,13.82,2,rich,no_switch,14,3,-0.1571038985556993,-0.5816576605237724,adolescent
0,77,6,0,41.0,6,Female,13.82,2,rich,no_switch,15,4,-0.051150106506506726,-0.5816576605237724,adolescent
0,77,3,1,40.5,2,Female,13.82,3,neutral,no_switch,17,1,0.16075747759187844,-0.5816576605237724,adolescent
0,77,10,4,14.0,6,Female,13.82,3,rich,switch,18,0,0.266711269641071,-0.5816576605237724,adolescent
0,77,5,3,10.0,2,Female,13.82,3,neutral,switch,19,0,0.3726650616902636,-0.5816576605237724,adolescent
0,77,5,3,7.0,2,Female,13.82,3,neutral,no_switch,20,1,0.4786188537394562,-0.5816576605237724,adolescent
0,77,4,2,16.5,2,Female,13.82,3,neutral,no_switch,21,2,0.5845726457886488,-0.5816576605237724,adolescent
0,77,3,0,44.0,3,Female,13.82,3,neutral,no_switch,22,3,0.6905264378378413,-0.5816576605237724,adolescent
0,77,7,1,29.5,6,Female,13.82,3,rich,switch,23,0,0.7964802298870339,-0.5816576605237724,adolescent
0,77,3,1,12.5,2,Female,13.82,4,poor,switch,25,0,1.008387813985419,-0.5816576605237724,adolescent
0,77,4,2,2.0,2,Female,13.82,4,poor,no_switch,26,1,1.1143416060346116,-0.5816576605237724,adolescent
0,77,3,1,12.5,2,Female,13.82,4,poor,no_switch,27,2,1.2202953980838043,-0.5816576605237724,adolescent
0,77,7,1,25.0,6,Female,13.82,4,rich,switch,28,0,1.326249190132997,-0.5816576605237724,adolescent
0,77,6,-1,43.5,7,Female,13.82,4,rich,no_switch,29,1,1.4322029821821893,-0.5816576605237724,adolescent
0,77,5,-1,42.5,6,Female,13.82,4,rich,no_switch,30,2,1.538156774231382,-0.5816576605237724,adolescent
0,77,7,1,30.5,6,Female,13.82,4,rich,no_switch,31,3,1.6441105662805746,-0.5816576605237724,adolescent
0,78,3,1,7.0,2,Male,14.25,1,poor,no_switch,0,0,-1.6327948266191763,-0.5011804879574058,adolescent
0,78,3,1,8.0,2,Male,14.25,1,poor,no_switch,1,1,-1.5203319176428556,-0.5011804879574058,adolescent
0,78,5,2,8.0,3,Male,14.25,1,neutral,switch,2,0,-1.4078690086665346,-0.5011804879574058,adolescent
0,78,5,2,9.5,3,Male,14.25,1,neutral,no_switch,3,1,-1.295406099690214,-0.5011804879574058,adolescent
0,78,5,2,11.0,3,Male,14.25,1,neutral,no_switch,4,2,-1.1829431907138932,-0.5011804879574058,adolescent
0,78,11,5,10.0,6,Male,14.25,1,rich,switch,5,0,-1.0704802817375723,-0.5011804879574058,adolescent
0,78,13,6,10.0,7,Male,14.25,1,rich,no_switch,6,1,-0.9580173727612514,-0.5011804879574058,adolescent
0,78,3,1,10.0,2,Male,14.25,2,poor,switch,8,0,-0.7330915548086099,-0.5011804879574058,adolescent
0,78,3,1,9.0,2,Male,14.25,2,poor,no_switch,9,1,-0.620628645832289,-0.5011804879574058,adolescent
0,78,3,1,18.5,2,Male,14.25,2,poor,no_switch,10,2,-0.5081657368559682,-0.5011804879574058,adolescent
0,78,14,6,10.0,8,Male,14.25,2,rich,switch,11,0,-0.3957028278796474,-0.5011804879574058,adolescent
0,78,13,6,11.0,7,Male,14.25,2,rich,no_switch,12,1,-0.28323991890332656,-0.5011804879574058,adolescent
0,78,10,4,12.0,6,Male,14.25,2,rich,no_switch,13,2,-0.17077700992700576,-0.5011804879574058,adolescent
0,78,5,3,9.5,2,Male,14.25,3,neutral,switch,15,0,0.05414880802563589,-0.5011804879574058,adolescent
0,78,11,4,13.0,7,Male,14.25,3,rich,switch,16,0,0.1666117170019567,-0.5011804879574058,adolescent
0,78,5,3,12.5,2,Male,14.25,3,neutral,switch,17,0,0.27907462597827754,-0.5011804879574058,adolescent
0,78,4,2,17.0,2,Male,14.25,3,neutral,no_switch,18,1,0.39153753495459837,-0.5011804879574058,adolescent
0,78,4,2,18.5,2,Male,14.25,3,neutral,no_switch,19,2,0.5040004439309191,-0.5011804879574058,adolescent
0,78,4,2,17.5,2,Male,14.25,3,neutral,no_switch,20,3,0.61646335290724,-0.5011804879574058,adolescent
0,78,11,6,14.0,5,Male,14.25,3,rich,switch,21,0,0.7289262618835608,-0.5011804879574058,adolescent
0,78,3,1,8.5,2,Male,14.25,4,poor,switch,23,0,0.9538520798362025,-0.5011804879574058,adolescent
0,78,3,1,12.0,2,Male,14.25,4,poor,no_switch,24,1,1.0663149888125232,-0.5011804879574058,adolescent
0,78,3,1,12.0,2,Male,14.25,4,poor,no_switch,25,2,1.1787778977888441,-0.5011804879574058,adolescent
0,78,11,5,12.0,6,Male,14.25,4,rich,switch,26,0,1.2912408067651648,-0.5011804879574058,adolescent
0,78,9,3,19.5,6,Male,14.25,4,rich,no_switch,27,1,1.4037037157414858,-0.5011804879574058,adolescent
0,78,9,3,17.0,6,Male,14.25,4,rich,no_switch,28,2,1.5161666247178065,-0.5011804879574058,adolescent
0,78,9,4,18.5,5,Male,14.25,4,rich,no_switch,29,3,1.6286295336941274,-0.5011804879574058,adolescent
0,79,3,1,8.5,2,Female,21.45,1,poor,no_switch,0,0,-1.6317794915563482,0.8463442619910597,adult
0,79,3,1,13.0,2,Female,21.45,1,poor,no_switch,1,1,-1.5261509083975666,0.8463442619910597,adult
0,79,3,1,32.0,2,Female,21.45,1,neutral,switch,2,0,-1.4205223252387853,0.8463442619910597,adult
0,79,4,2,19.0,2,Female,21.45,1,neutral,no_switch,3,1,-1.3148937420800038,0.8463442619910597,adult
0,79,4,2,17.5,2,Female,21.45,1,neutral,no_switch,4,2,-1.2092651589212222,0.8463442619910597,adult
0,79,9,2,19.5,7,Female,21.45,1,rich,switch,5,0,-1.103636575762441,0.8463442619910597,adult
0,79,9,3,20.5,6,Female,21.45,1,rich,no_switch,6,1,-0.9980079926036594,0.8463442619910597,adult
0,79,9,4,16.0,5,Female,21.45,1,rich,no_switch,7,2,-0.8923794094448779,0.8463442619910597,adult
0,79,3,1,13.5,2,Female,21.45,2,poor,no_switch,9,1,-0.681122243127315,0.8463442619910597,adult
0,79,3,1,16.0,2,Female,21.45,2,poor,no_switch,10,2,-0.5754936599685335,0.8463442619910597,adult
0,79,3,1,11.0,2,Female,21.45,2,poor,no_switch,11,3,-0.4698650768097521,0.8463442619910597,adult
0,79,9,3,17.0,6,Female,21.45,2,rich,switch,12,0,-0.3642364936509706,0.8463442619910597,adult
0,79,12,4,18.5,8,Female,21.45,2,rich,no_switch,13,1,-0.2586079104921892,0.8463442619910597,adult
0,79,10,4,16.0,6,Female,21.45,2,rich,no_switch,14,2,-0.15297932733340772,0.8463442619910597,adult
0,79,10,5,16.0,5,Female,21.45,2,rich,no_switch,15,3,-0.047350744174626244,0.8463442619910597,adult
0,79,4,2,19.5,2,Female,21.45,3,neutral,switch,17,0,0.1639064221429367,0.8463442619910597,adult
0,79,11,5,15.5,6,Female,21.45,3,rich,switch,18,0,0.26953500530171814,0.8463442619910597,adult
0,79,4,2,21.5,2,Female,21.45,3,neutral,switch,19,0,0.3751635884604996,0.8463442619910597,adult
0,79,4,2,18.0,2,Female,21.45,3,neutral,no_switch,20,1,0.48079217161928106,0.8463442619910597,adult
0,79,4,2,19.0,2,Female,21.45,3,neutral,no_switch,21,2,0.5864207547780625,0.8463442619910597,adult
0,79,4,2,19.5,2,Female,21.45,3,neutral,no_switch,22,3,0.692049337936844,0.8463442619910597,adult
0,79,10,4,15.5,6,Female,21.45,3,rich,switch,23,0,0.7976779210956254,0.8463442619910597,adult
0,79,2,0,59.0,2,Female,21.45,4,poor,switch,25,0,1.0089350874131884,0.8463442619910597,adult
0,79,2,0,59.5,2,Female,21.45,4,poor,no_switch,26,1,1.11456367057197,0.8463442619910597,adult
0,79,2,0,54.5,2,Female,21.45,4,poor,no_switch,27,2,1.2201922537307512,0.8463442619910597,adult
0,79,10,3,18.0,7,Female,21.45,4,rich,switch,28,0,1.3258208368895328,0.8463442619910597,adult
0,79,10,3,20.5,7,Female,21.45,4,rich,no_switch,29,1,1.431449420048314,0.8463442619910597,adult
0,79,8,3,20.0,5,Female,21.45,4,rich,no_switch,30,2,1.5370780032070956,0.8463442619910597,adult
0,79,8,3,20.5,5,Female,21.45,4,rich,no_switch,31,3,1.6427065863658772,0.8463442619910597,adult
0,80,2,0,65.0,2,Female,23.5,1,poor,no_switch,0,0,-1.6441105662805746,1.2300145032958314,adult
0,80,3,1,21.0,2,Female,23.5,1,poor,no_switch,1,1,-1.538156774231382,1.2300145032958314,adult
0,80,4,2,20.0,2,Female,23.5,1,neutral,switch,2,0,-1.4322029821821893,1.2300145032958314,adult
0,80,3,1,37.5,2,Female,23.5,1,neutral,no_switch,3,1,-1.326249190132997,1.2300145032958314,adult
0,80,4,2,16.0,2,Female,23.5,1,neutral,no_switch,4,2,-1.2202953980838043,1.2300145032958314,adult
0,80,7,0,33.0,7,Female,23.5,1,rich,switch,5,0,-1.1143416060346116,1.2300145032958314,adult
0,80,11,4,16.5,7,Female,23.5,1,rich,no_switch,6,1,-1.008387813985419,1.2300145032958314,adult
0,80,2,0,61.5,2,Female,23.5,2,poor,switch,8,0,-0.7964802298870339,1.2300145032958314,adult
0,80,3,1,10.5,2,Female,23.5,2,poor,no_switch,9,1,-0.6905264378378413,1.2300145032958314,adult
0,80,3,1,15.0,2,Female,23.5,2,poor,no_switch,10,2,-0.5845726457886488,1.2300145032958314,adult
0,80,11,5,12.5,6,Female,23.5,2,rich,switch,11,0,-0.4786188537394562,1.2300145032958314,adult
0,80,10,4,18.5,6,Female,23.5,2,rich,no_switch,12,1,-0.3726650616902636,1.2300145032958314,adult
0,80,7,2,23.5,5,Female,23.5,2,rich,no_switch,13,2,-0.266711269641071,1.2300145032958314,adult
0,80,5,0,40.0,5,Female,23.5,2,rich,no_switch,14,3,-0.16075747759187844,1.2300145032958314,adult
0,80,3,1,43.0,2,Female,23.5,3,neutral,switch,16,0,0.051150106506506726,1.2300145032958314,adult
0,80,7,1,29.0,6,Female,23.5,3,rich,switch,17,0,0.1571038985556993,1.2300145032958314,adult
0,80,3,1,30.0,2,Female,23.5,3,neutral,switch,18,0,0.26305769060489187,1.2300145032958314,adult
0,80,4,2,22.0,2,Female,23.5,3,neutral,no_switch,19,1,0.36901148265408446,1.2300145032958314,adult
0,80,7,4,2.5,3,Female,23.5,3,neutral,no_switch,20,2,0.47496527470327704,1.2300145032958314,adult
0,80,5,3,10.0,2,Female,23.5,3,neutral,no_switch,21,3,0.5809190667524696,1.2300145032958314,adult
0,80,9,3,22.0,6,Female,23.5,3,rich,switch,22,0,0.6868728588016622,1.2300145032958314,adult
0,80,8,2,29.0,6,Female,23.5,3,rich,no_switch,23,1,0.7928266508508548,1.2300145032958314,adult
0,80,2,0,63.0,2,Female,23.5,4,poor,switch,25,0,1.0047342349492399,1.2300145032958314,adult
0,80,2,0,59.5,2,Female,23.5,4,poor,no_switch,26,1,1.1106880269984325,1.2300145032958314,adult
0,80,5,3,0.0,2,Female,23.5,4,poor,no_switch,27,2,1.2166418190476251,1.2300145032958314,adult
0,80,10,2,21.5,8,Female,23.5,4,rich,switch,28,0,1.3225956110968178,1.2300145032958314,adult
0,80,7,2,23.5,5,Female,23.5,4,rich,no_switch,29,1,1.4285494031460102,1.2300145032958314,adult
0,80,6,0,41.0,6,Female,23.5,4,rich,no_switch,30,2,1.5345031951952028,1.2300145032958314,adult
0,80,7,1,33.0,6,Female,23.5,4,rich,no_switch,31,3,1.6404569872443955,1.2300145032958314,adult
0,81,4,2,2.5,2,Male,24.75,1,poor,no_switch,0,0,-1.6776575223303796,1.4639597723841067,adult
0,81,5,3,0.5,2,Male,24.75,1,poor,no_switch,1,1,-1.6033637288595182,1.4639597723841067,adult
0,81,3,0,34.0,3,Male,24.75,1,neutral,switch,2,0,-1.529069935388657,1.4639597723841067,adult
0,81,3,0,33.0,3,Male,24.75,1,neutral,no_switch,3,1,-1.4547761419177956,1.4639597723841067,adult
0,81,2,0,74.0,2,Male,24.75,1,neutral,no_switch,4,2,-1.3804823484469344,1.4639597723841067,adult
0,81,8,1,29.5,7,Male,24.75,1,rich,switch,5,0,-1.306188554976073,1.4639597723841067,adult
0,81,7,0,34.5,7,Male,24.75,1,rich,no_switch,6,1,-1.2318947615052118,1.4639597723841067,adult
0,81,5,-1,49.0,6,Male,24.75,1,rich,no_switch,7,2,-1.1576009680343504,1.4639597723841067,adult
0,81,2,0,56.5,2,Male,24.75,1,poor,switch,8,0,-1.083307174563489,1.4639597723841067,adult
0,81,2,0,63.0,2,Male,24.75,2,poor,no_switch,10,2,-0.9347195876217665,1.4639597723841067,adult
0,81,2,0,58.5,2,Male,24.75,2,poor,no_switch,11,3,-0.8604257941509053,1.4639597723841067,adult
0,81,2,0,63.0,2,Male,24.75,2,poor,no_switch,12,4,-0.786132000680044,1.4639597723841067,adult
0,81,4,-2,57.5,6,Male,24.75,2,rich,switch,13,0,-0.7118382072091827,1.4639597723841067,adult
0,81,3,-2,66.5,5,Male,24.75,2,rich,no_switch,14,1,-0.6375444137383213,1.4639597723841067,adult
0,81,4,-1,59.5,5,Male,24.75,2,rich,no_switch,15,2,-0.56325062026746,1.4639597723841067,adult
0,81,3,-3,70.0,6,Male,24.75,2,rich,no_switch,16,3,-0.48895682679659874,1.4639597723841067,adult
0,81,3,-3,71.0,6,Male,24.75,2,rich,no_switch,17,4,-0.41466303332573745,1.4639597723841067,adult
0,81,2,0,57.0,2,Male,24.75,2,neutral,switch,18,0,-0.3403692398548761,1.4639597723841067,adult
0,81,4,-3,63.5,7,Male,24.75,2,rich,switch,19,0,-0.2660754463840148,1.4639597723841067,adult
0,81,5,-1,51.5,6,Male,24.75,2,rich,no_switch,20,1,-0.19178165291315352,1.4639597723841067,adult
0,81,2,0,73.0,2,Male,24.75,3,neutral,switch,22,0,-0.04319406597143093,1.4639597723841067,adult
0,81,4,-2,59.5,6,Male,24.75,3,rich,switch,23,0,0.031099727499430366,1.4639597723841067,adult
0,81,2,0,69.0,2,Male,24.75,3,neutral,switch,24,0,0.10539352097029167,1.4639597723841067,adult
0,81,2,0,74.5,2,Male,24.75,3,neutral,no_switch,25,1,0.17968731444115296,1.4639597723841067,adult
0,81,3,1,40.0,2,Male,24.75,3,neutral,no_switch,26,2,0.2539811079120143,1.4639597723841067,adult
0,81,2,0,72.0,2,Male,24.75,3,neutral,no_switch,27,3,0.3282749013828756,1.4639597723841067,adult
0,81,4,-3,58.5,7,Male,24.75,3,rich,switch,28,0,0.40256869485373686,1.4639597723841067,adult
0,81,3,-2,63.0,5,Male,24.75,3,rich,no_switch,29,1,0.47686248832459815,1.4639597723841067,adult
0,81,2,0,71.5,2,Male,24.75,3,neutral,switch,30,0,0.5511562817954595,1.4639597723841067,adult
0,81,2,0,68.5,2,Male,24.75,3,neutral,no_switch,31,1,0.6254500752663208,1.4639597723841067,adult
0,81,3,-3,72.0,6,Male,24.75,3,rich,switch,32,0,0.6997438687371821,1.4639597723841067,adult
0,81,4,-2,61.0,6,Male,24.75,3,rich,no_switch,33,1,0.7740376622080434,1.4639597723841067,adult
0,81,2,0,61.5,2,Male,24.75,4,poor,switch,35,0,0.922625249149766,1.4639597723841067,adult
0,81,2,0,57.5,2,Male,24.75,4,poor,no_switch,36,1,0.9969190426206272,1.4639597723841067,adult
0,81,2,0,59.0,2,Male,24.75,4,poor,no_switch,37,2,1.0712128360914885,1.4639597723841067,adult
0,81,3,-2,66.5,5,Male,24.75,4,rich,switch,38,0,1.14550662956235,1.4639597723841067,adult
0,81,4,-2,65.0,6,Male,24.75,4,rich,no_switch,39,1,1.2198004230332111,1.4639597723841067,adult
0,81,4,-3,63.5,7,Male,24.75,4,rich,no_switch,40,2,1.2940942165040725,1.4639597723841067,adult
0,81,4,-1,54.0,5,Male,24.75,4,rich,no_switch,41,3,1.3683880099749337,1.4639597723841067,adult
0,81,3,-2,62.0,5,Male,24.75,4,rich,no_switch,42,4,1.442681803445795,1.4639597723841067,adult
0,81,6,-1,51.0,7,Male,24.75,4,rich,no_switch,43,5,1.5169755969166563,1.4639597723841067,adult
0,81,2,0,66.5,2,Male,24.75,4,poor,switch,44,0,1.5912693903875177,1.4639597723841067,adult
0,81,2,0,58.0,2,Male,24.75,4,poor,no_switch,45,1,1.6655631838583789,1.4639597723841067,adult
0,82,3,1,9.5,2,Male,17.54,1,poor,no_switch,0,0,-1.676854678560788,0.1145634602829346,adolescent
0,82,3,1,12.0,2,Male,17.54,1,poor,no_switch,1,1,-1.5974769422975554,0.1145634602829346,adolescent
0,82,5,2,9.5,3,Male,17.54,1,neutral,switch,2,0,-1.518099206034323,0.1145634602829346,adolescent
0,82,4,2,17.0,2,Male,17.54,1,neutral,no_switch,3,1,-1.4387214697710904,0.1145634602829346,adolescent
0,82,4,2,16.0,2,Male,17.54,1,neutral,no_switch,4,2,-1.3593437335078578,0.1145634602829346,adolescent
0,82,10,3,19.0,7,Male,17.54,1,rich,switch,5,0,-1.2799659972446253,0.1145634602829346,adolescent
0,82,6,0,34.5,6,Male,17.54,1,rich,no_switch,6,1,-1.2005882609813927,0.1145634602829346,adolescent
0,82,8,2,28.0,6,Male,17.54,1,rich,no_switch,7,2,-1.12121052471816,0.1145634602829346,adolescent
0,82,2,0,61.5,2,Male,17.54,2,poor,no_switch,9,1,-0.9624550521916949,0.1145634602829346,adolescent
0,82,2,0,57.0,2,Male,17.54,2,poor,no_switch,10,2,-0.8830773159284624,0.1145634602829346,adolescent
0,82,2,0,61.0,2,Male,17.54,2,poor,no_switch,11,3,-0.8036995796652298,0.1145634602829346,adolescent
0,82,6,0,39.5,6,Male,17.54,2,rich,switch,12,0,-0.7243218434019972,0.1145634602829346,adolescent
0,82,5,0,41.5,5,Male,17.54,2,rich,no_switch,13,1,-0.6449441071387647,0.1145634602829346,adolescent
0,82,7,0,37.0,7,Male,17.54,2,rich,no_switch,14,2,-0.5655663708755321,0.1145634602829346,adolescent
0,82,4,-1,58.0,5,Male,17.54,2,rich,no_switch,15,3,-0.4861886346122995,0.1145634602829346,adolescent
0,82,5,0,45.5,5,Male,17.54,2,rich,no_switch,16,4,-0.4068108983490669,0.1145634602829346,adolescent
0,82,2,0,75.5,2,Male,17.54,2,neutral,switch,17,0,-0.32743316208583434,0.1145634602829346,adolescent
0,82,5,0,48.5,5,Male,17.54,2,rich,switch,18,0,-0.2480554258226018,0.1145634602829346,adolescent
0,82,2,0,71.5,2,Male,17.54,3,neutral,switch,20,0,-0.08929995329613664,0.1145634602829346,adolescent
0,82,6,-1,51.0,7,Male,17.54,3,rich,switch,21,0,-0.009922217032904072,0.1145634602829346,adolescent
0,82,3,1,41.5,2,Male,17.54,3,neutral,switch,22,0,0.0694555192303285,0.1145634602829346,adolescent
0,82,2,0,75.0,2,Male,17.54,3,neutral,no_switch,23,1,0.14883325549356108,0.1145634602829346,adolescent
0,82,3,1,43.5,2,Male,17.54,3,neutral,no_switch,24,2,0.22821099175679366,0.1145634602829346,adolescent
0,82,2,0,71.0,2,Male,17.54,3,neutral,no_switch,25,3,0.30758872802002624,0.1145634602829346,adolescent
0,82,4,-3,61.0,7,Male,17.54,3,rich,switch,26,0,0.3869664642832588,0.1145634602829346,adolescent
0,82,5,-1,51.0,6,Male,17.54,3,rich,no_switch,27,1,0.4663442005464914,0.1145634602829346,adolescent
0,82,2,0,68.0,2,Male,17.54,3,neutral,switch,28,0,0.5457219368097239,0.1145634602829346,adolescent
0,82,2,0,73.5,2,Male,17.54,3,neutral,no_switch,29,1,0.6250996730729566,0.1145634602829346,adolescent
0,82,5,-1,51.0,6,Male,17.54,3,rich,switch,30,0,0.7044774093361891,0.1145634602829346,adolescent
0,82,2,0,51.0,2,Male,17.54,4,poor,switch,32,0,0.8632328818626542,0.1145634602829346,adolescent
0,82,2,0,66.5,2,Male,17.54,4,poor,no_switch,33,1,0.9426106181258869,0.1145634602829346,adolescent
0,82,2,0,63.0,2,Male,17.54,4,poor,no_switch,34,2,1.0219883543891193,0.1145634602829346,adolescent
0,82,4,-1,55.0,5,Male,17.54,4,rich,switch,35,0,1.101366090652352,0.1145634602829346,adolescent
0,82,4,-2,59.5,6,Male,17.54,4,rich,no_switch,36,1,1.1807438269155845,0.1145634602829346,adolescent
0,82,4,-2,58.0,6,Male,17.54,4,rich,no_switch,37,2,1.2601215631788172,0.1145634602829346,adolescent
0,82,4,-1,58.0,5,Male,17.54,4,rich,no_switch,38,3,1.3394992994420496,0.1145634602829346,adolescent
0,82,5,-1,52.0,6,Male,17.54,4,rich,no_switch,39,4,1.4188770357052822,0.1145634602829346,adolescent
0,82,4,-1,58.5,5,Male,17.54,4,rich,no_switch,40,5,1.4982547719685149,0.1145634602829346,adolescent
0,82,2,0,55.0,2,Male,17.54,4,poor,switch,41,0,1.5776325082317475,0.1145634602829346,adolescent
0,82,2,0,54.0,2,Male,17.54,4,poor,no_switch,42,1,1.65701024449498,0.1145634602829346,adolescent
0,83,3,1,11.0,2,Male,8.65,1,poor,no_switch,0,0,-1.6584303600812687,-1.5492552934728792,child
0,83,3,1,7.5,2,Male,8.65,1,poor,no_switch,1,1,-1.5712719761937861,-1.5492552934728792,child
0,83,9,6,0.5,3,Male,8.65,1,neutral,switch,2,0,-1.4841135923063034,-1.5492552934728792,child
0,83,4,1,21.5,3,Male,8.65,1,neutral,no_switch,3,1,-1.3969552084188206,-1.5492552934728792,child
0,83,3,0,34.0,3,Male,8.65,1,neutral,no_switch,4,2,-1.3097968245313378,-1.5492552934728792,child
0,83,6,0,34.0,6,Male,8.65,1,rich,switch,5,0,-1.222638440643855,-1.5492552934728792,child
0,83,5,-1,43.5,6,Male,8.65,1,rich,no_switch,6,1,-1.1354800567563723,-1.5492552934728792,child
0,83,7,1,30.0,6,Male,8.65,1,rich,no_switch,7,2,-1.0483216728688896,-1.5492552934728792,child
0,83,2,0,58.5,2,Male,8.65,1,poor,switch,8,0,-0.9611632889814069,-1.5492552934728792,child
0,83,2,0,56.5,2,Male,8.65,2,poor,no_switch,10,2,-0.7868465212064414,-1.5492552934728792,child
0,83,3,1,11.5,2,Male,8.65,2,poor,no_switch,11,3,-0.6996881373189587,-1.5492552934728792,child
0,83,2,0,58.5,2,Male,8.65,2,poor,no_switch,12,4,-0.612529753431476,-1.5492552934728792,child
0,83,6,1,31.0,5,Male,8.65,2,rich,switch,13,0,-0.5253713695439932,-1.5492552934728792,child
0,83,6,0,38.0,6,Male,8.65,2,rich,no_switch,14,1,-0.43821298565651046,-1.5492552934728792,child
0,83,6,0,38.5,6,Male,8.65,2,rich,no_switch,15,2,-0.35105460176902775,-1.5492552934728792,child
0,83,8,2,26.5,6,Male,8.65,2,rich,no_switch,16,3,-0.263896217881545,-1.5492552934728792,child
0,83,5,0,41.5,5,Male,8.65,2,rich,no_switch,17,4,-0.1767378339940623,-1.5492552934728792,child
0,83,3,1,37.5,2,Male,8.65,3,neutral,no_switch,19,1,-0.0024210662190968114,-1.5492552934728792,child
0,83,6,0,35.5,6,Male,8.65,3,rich,switch,20,0,0.08473731766838592,-1.5492552934728792,child
0,83,3,1,27.0,2,Male,8.65,3,neutral,switch,21,0,0.17189570155586867,-1.5492552934728792,child
0,83,3,1,38.0,2,Male,8.65,3,neutral,no_switch,22,1,0.2590540854433514,-1.5492552934728792,child
0,83,3,1,36.0,2,Male,8.65,3,neutral,no_switch,23,2,0.3462124693308341,-1.5492552934728792,child
0,83,3,1,35.0,2,Male,8.65,3,neutral,no_switch,24,3,0.43337085321831686,-1.5492552934728792,child
0,83,5,-1,44.0,6,Male,8.65,3,rich,switch,25,0,0.5205292371057996,-1.5492552934728792,child
0,83,6,-1,45.0,7,Male,8.65,3,rich,no_switch,26,1,0.6076876209932823,-1.5492552934728792,child
0,83,3,1,41.0,2,Male,8.65,3,neutral,switch,27,0,0.6948460048807651,-1.5492552934728792,child
0,83,3,1,30.5,2,Male,8.65,3,neutral,no_switch,28,1,0.7820043887682477,-1.5492552934728792,child
0,83,2,0,62.0,2,Male,8.65,4,poor,switch,30,0,0.9563211565432133,-1.5492552934728792,child
0,83,2,0,66.0,2,Male,8.65,4,poor,no_switch,31,1,1.043479540430696,-1.5492552934728792,child
0,83,2,0,59.0,2,Male,8.65,4,poor,no_switch,32,2,1.1306379243181788,-1.5492552934728792,child
0,83,4,-2,63.5,6,Male,8.65,4,rich,switch,33,0,1.2177963082056615,-1.5492552934728792,child
0,83,6,1,33.5,5,Male,8.65,4,rich,no_switch,34,1,1.3049546920931443,-1.5492552934728792,child
0,83,7,1,36.0,6,Male,8.65,4,rich,no_switch,35,2,1.3921130759806268,-1.5492552934728792,child
0,83,7,1,33.5,6,Male,8.65,4,rich,no_switch,36,3,1.4792714598681096,-1.5492552934728792,child
0,83,5,0,41.0,5,Male,8.65,4,rich,no_switch,37,4,1.5664298437555924,-1.5492552934728792,child
0,83,5,-1,46.0,6,Male,8.65,4,rich,no_switch,38,5,1.6535882276430751,-1.5492552934728792,child
0,84,3,1,11.0,2,male,14.75,1,poor,no_switch,0,0,-1.6798910376286569,-0.4076023803220957,adolescent
0,84,5,3,0.5,2,male,14.75,1,poor,no_switch,1,1,-1.6023285009813877,-0.4076023803220957,adolescent
0,84,6,3,5.0,3,male,14.75,1,neutral,switch,2,0,-1.5247659643341187,-0.4076023803220957,adolescent
0,84,7,4,2.5,3,male,14.75,1,neutral,no_switch,3,1,-1.4472034276868495,-0.4076023803220957,adolescent
0,84,5,2,8.5,3,male,14.75,1,neutral,no_switch,4,2,-1.3696408910395805,-0.4076023803220957,adolescent
0,84,11,4,15.0,7,male,14.75,1,rich,switch,5,0,-1.2920783543923116,-0.4076023803220957,adolescent
0,84,4,-3,65.0,7,male,14.75,1,rich,no_switch,6,1,-1.2145158177450424,-0.4076023803220957,adolescent
0,84,4,-3,59.0,7,male,14.75,1,rich,no_switch,7,2,-1.1369532810977734,-0.4076023803220957,adolescent
0,84,3,1,8.5,2,male,14.75,2,poor,no_switch,9,1,-0.9818282078032352,-0.4076023803220957,adolescent
0,84,2,0,52.0,2,male,14.75,2,poor,no_switch,10,2,-0.9042656711559662,-0.4076023803220957,adolescent
0,84,2,0,64.0,2,male,14.75,2,poor,no_switch,11,3,-0.8267031345086971,-0.4076023803220957,adolescent
0,84,5,-1,42.0,6,male,14.75,2,rich,switch,12,0,-0.7491405978614281,-0.4076023803220957,adolescent
0,84,6,-1,42.0,7,male,14.75,2,rich,no_switch,13,1,-0.6715780612141591,-0.4076023803220957,adolescent
0,84,5,0,41.0,5,male,14.75,2,rich,no_switch,14,2,-0.59401552456689,-0.4076023803220957,adolescent
0,84,8,2,24.5,6,male,14.75,2,rich,no_switch,15,3,-0.5164529879196209,-0.4076023803220957,adolescent
0,84,6,0,40.0,6,male,14.75,2,rich,no_switch,16,4,-0.4388904512723519,-0.4076023803220957,adolescent
0,84,1,-1,46.5,2,male,14.75,2,neutral,switch,17,0,-0.3613279146250828,-0.4076023803220957,adolescent
